CustLocation,total_customers,avg_balance,total_transaction_volume
"MANDIR HALL NAVI MUMBAI",1,163347.28,0
"MANDIR HATIARA NORTH 24 PARGANAS",1,2672.27,0
"MANDIR JM ROAD PUNE",1,924.67,0
"MANDIR KOLKATA",24,2918.639583333333,0
"MANDIR MULUND WEST MUMBAI",4,2829.64,0
"MANDIR MUMBAI",36,24398.330833333326,0
"MANDIR NAGPUR NAGPUR",30,8824.950000000004,0
"MANDIR NASHIK",4,233094.14,0
"MANDIR NEEMRANA",7,29.38,0
"MANDIR PUNE",4,26011.597499999996,0
"MANDIR SAMALKHA",1,370339,0
"MANDIR SURAT",1,25086.61,0
"MANDIR THANE",1,2785.83,0
"MANDIR THERGAON PUNE CITY PUNE",2,320470.24,0
"MANDIR VADODARA",5,25181.26,0
MANDLA,9,8370.874444444446,0
"MANDPESHWAR MUMBAI",2,77913.7,0
MANDSAUR,15,10246.589999999998,0
MANDSAVR,1,42605.86,0
MANDVI,12,815007.4399999998,0
MANDYA,156,18429.384331210178,0
"MANDYA DT",1,14601.25,0
MANER,2,4189.53,0
MANESAR,2,12640.38,0
"MANESAR GURGAON",1,31.17,0
MANGAF,13,72701.60538461541,0
"MANGAL KARYALAY NASHIK",6,9.49,0
MANGALAGIRI,16,70427.59999999999,0
MANGALDAI,10,15692.25,0
MANGALORE,1587,128101.92059268619,0
"MANGALORE CITY",8,15885.929999999997,0
"MANGALORE D K",1,0.01,0
"MANGALORE TQ",2,27382.64,0
MANGALURU,25,7486.2404000000015,0
MANGAORE,4,10743.43,0
MANGATTIDAM,4,2887.39,0
MANGUESHI,1,47029.4,0
"MANI DAMAN",3,19286.72,0
"MANI MAJRA",21,3199.690000000001,0
"MANI STORE MUMBAI",2,34780.89,0
MANIGACHHI,1,44348.22,0
"MANIKAM ROAD AMINSIKARAI CHENNAI",4,18987.69,0
MANIMAJRA,19,15144.623684210532,0
"MANIMAJRA CHANDIGARH",2,9582.73,0
MANIMANGALAM,1,10801.31,0
MANINAGAR,19,45134.37,0
MANIPAL,16,10595.792499999998,0
"MANIPAL UDUPI",9,NULL,0
MANIPUR,27,2615.2118518518514,0
"MANIPUR IMPHAL WEST",2,12149.12,0
"MANJALPUR VADODARA",22,26887.239999999994,0
MANKAPUR,21,9744.209999999995,0
"MANKAPUR NAGPUR NAGPUR",6,90094.26,0
"MANKHURD E MUMBAI",2,25803.99,0
"MANKUVA BHUJ",118,5351.449999999998,0
"MANKUVA KUTCH",1,17094.98,0
"MANNADY CHENNAI",3,5366.44,0
MANNHEIM,1,1680396.16,0
MANNUR,3,5378.31,0
"MANPAL UDUPI",2,3915.69,0
MANPURA,1,28551.27,0
MANPURI,3,925.9033333333333,0
MANSA,44,87219.68931818179,0
"MANTAPA BANGALORE",2,83374.67,0
"MANTAPA HALL MANGALORE",1,803489.63,0
"MANTAPAM HOSUR",2,16.4,0
"MANTAR RD DELHI",13,87242.57999999999,0
"MANTRI PARK MUMBAI",5,137541.04,0
MAO,2,53211.57,0
MAPUSA,145,146254.75068965522,0
"MAPUSA (GOA)",80,181496.5643749998,0
"MAPUSA BARDEI",9,24455.47,0
"MAPUSA BARDEZ",27,332639.6985185186,0
"MARATHAHALLI BANGALORE",5,4645.668,0
"MARATHAHALLI COLONY BANGALORE NORTH",6,13267.69,0
"MARATHAHALLI OUTER RING ROAD",9,2536.92,0
"MARATHAHALLI RING RD BANGALORE",15,28538.468,0
"MARATHAHALLI SOUTH BANGALORE SOUTH",2,911.32,0
"MARATHALLI OUTER RING RD BANGALORE",110,28950.293063063065,0
"MARATHALLI OUTER RING RD VARTHUR",10,65111.16000000002,0
"MARATHALLI RING RD BANGALORE",77,26137.794935064954,0
"MARATHALLI RING ROAD BANGALORE",62,42314.28903225805,0
MARCELA,15,41166.582,0
MARDOL,1,21400.86,0
MAREPALLI,2,3663.02,0
"MARG ELPHINSTONE MUMBAI",3,725.46,0
"MARG ELPHINSTONE WEST MUMBAI",5,36195.41,0
"MARG KURLA MUMBAI",3,130366.07,0
"MARG KURLA W MUMBAI",121,16129.515950413228,0
"MARG KURLA WEST MUMBAI",9,1853.25,0
"MARG KURLA- W MUMBAI",6,180651.16,0
"MARG KURLA-W MUMBAI",13,14228.723846153849,0
"MARG LOWER PAREL",1,79264.58,0
"MARG LOWER PAREL  MUMBAI",4,7478.07,0
"MARG LOWER PAREL (W) MUMBAI",6,16404.75,0
"MARG LOWER PAREL MUMABI",3,1548.51,0
"MARG LOWER PAREL MUMBAI",358,19743.86754189944,0
"MARG LOWER PAREL WORLI MUMBAI",15,1965.446,0
"MARG MUMBAI",13,740188.476923077,0
"MARG MUMBAI ANDHERI E",1,4079.93,0
"MARG NEW DELHI",16,NULL,0
"MARG PRABHADEVI MUMBAI",9,73975.51,0
"MARG SANTOSH NGR GOREGAON E MUMBAI",4,163.95,0
"MARG WORLI MUMBAI",35,179549.93571428562,0
MARGAO,289,73821.08774305556,0
"MARGAO GOA",9,456871.85000000003,0
"MARGAO SALCETE",30,167350.78366666666,0
"MARGAO SOUTH",1,4140.5,0
"MARGAO SOUTH GOA",3,82222.34,0
MARGAON,21,1532.6199999999994,0
MARGHERITA,18,6586.246666666671,0
MARGO,25,4053.4799999999996,0
MARIAHU,8,26128.06,0
MARIGAON,11,2220.7618181818184,0
"MARIGOLD PREMISES KALYANI NGR PUNE",3,81.17333333333333,0
MARIHAN,6,72648.24,0
"MARINE LINE E",1,41.8,0
"MARINE LINES MUMBAI",9,35060.39000000001,0
"MARIPEDA WARANGAL",1,4.11,0
"MARIS SCHOOL WADGAONSHERI PUNE",4,66982.03,0
MARKAPUR,7,407.5,0
"MARKET BANDRA (W) MUMBAI",2,7914.22,0
"MARKET BANGALORE",6,98818.02,0
"MARKET CHENNAI",1,63568.16,0
"MARKET HYDERABAD",12,2016.2733333333333,0
"MARKET KIRIT NAGAR NEW DELHI",5,8121.839999999999,0
"MARKET MUMBAI",2,14554.16,0
"MARKET NASHIK",16,2597.2699999999995,0
"MARKET NAVABVADI BEGUMPURA SURAT",15,19317.470000000005,0
"MARKET NEW DELHI",9,11423.152222222225,0
"MARKET SANJAY GRAM RD GURGAON",6,129.58,0
"MARKET SECUNDRABAD",31,96628.29000000002,0
"MARKET VISAKHAPATANAM",2,14463.21,0
"MARKET YARD PUNE",24,59891.21083333331,0
"MARKS SCHOOL NEW DELHI",31,5728.25,0
"MAROL ANDHERI( E)MUMBAI",3,146548.85,0
"MAROL ANDHERI(E) MUMBAI",7,14326.694285714286,0
"MAROL METRO MAROL ANDHERI (E)MUMBAI",14,19046.269999999997,0
"MAROL MUMBAI",7,2907.2999999999997,0
"MARREDPALY WEST SECBAD",26,596009.5999999997,0
"MARRIAGE GARDEN JAIPUR",6,90232.11,0
"MARRIEGE HOUSE GORAKHPUR",6,53252.71,0
MARSEILLE,14,29595.552142857145,0
"MARUTI SUZUKI SHOWROOM GURGAON",4,16.39,0
"MARY SCHOOL MIRAROAD (E) THANE",1,3070.49,0
MARYGANJ,3,6.71,0
"MARYS SCHOOL BANGALORE",1,54082.55,0
"MASA BILIMORA",9,7571.87,0
"MASHACHA PADA DIST -THANE",1,4012.46,0
"MASJID BUNDER (W) MUMBAI",1,8059.36,0
"MASJID GHAZIABAD",4,104695.19,0
"MASJID HYDERABAD",3,181153.21,0
"MASJID MAAKHIWALA CMPD AHMEDABAD",1,32399.32,0
"MASJID MIRA ROAD E DIST THANE",4,8345.8,0
"MASJID MUMBAI",2,234988.91,0
MASKI,1,22254.33,0
"MASTEK BLDG NAVI MUMBAI",20,2356.7900000000004,0
"MASTKHALANDAR RESTAURANT BANGALORE",3,5210.75,0
"MASUDI COIMBATORE",1,138676.47,0
"MATA ROAD KALYAN WEST KALYAN",12,52207.58000000001,0
"MATDAR SANGH SECTOR 3A THANE",8,8824.54,0
MATHABHANGA,2,864.97,0
"MATHERAN RD NAVI MUMBAI",1,67.45,0
"MATHERAN ROAD NERE PANVEL",3,37732.67,0
MATHOOR,2,1976.64,0
"MATHRUSHREE HOTEL BANGALORE",4,135082.48,0
MATHTHIGATTI,4,34072.47,0
MATHURA,850,62703.76311398344,0
"MATHURA ROAD FARIDABAD",3,14039.480000000001,0
MATIHA,1,8.04,0
"MATUNGA (E) MUMBAI",2,9450.085,0
"MATUNGA E MUMBAI",2,30075.72,0
"MATUNGA EAST MUMBAI",1,33895.61,0
"MATUNGA MUMBAI",2,40774.645000000004,0
MAU,114,23103.344482758595,0
MAUN,1,614147.41,0
"MAUNATH BHANJAN",7,28.62,0
"MAUR MANDI",1,7148.6,0
"MAVAL DIST PUNE",1,1218.08,0
MAVELIKKARA,2,1064.03,0
"MAWANA (MEERUT)",1,129992.32,0
"MAYILDUTHURAI NAGAI DIST",1,13448.08,0
"MAYUR HOTEL NAVI MUMBAI",1,664.22,0
"MAYUR NAGAR GOREGAON EAST MUMBAI",10,5340.9400000000005,0
MAYURBHANJ,59,17209.139830508473,0
MAYYIL,1,65174.13,0
MAZAGAON-MUMBAI,1,16502.38,0
"MAZGAON MUMBAI",1,57828.62,0
"MAZGAON MUMBAI CITY",7,12573.5,0
"MAZHAVANTHANGAL VILLAGE",6,40.41,0
"MB ROAD NEW DELHI",15,1326880.3599999999,0
"MC DONALDS BENGALURU",5,6017.4,0
"MCDONALDS MUMBAI",1,389607.99,0
MCKINNEY,11,977373.1500000003,0
MEDAK,670,18591.2761698957,0
"MEDAK DIST",65,37863.19415384614,0
"MEDAK DISTRICT",12,9086.570000000002,0
"MEDAVAKKAM CHENNAI",9,30756.25,0
MEDCHAL,1,4.97,0
MEDEK,2,79278.41,0
MEDHASAN,9,33431.58000000001,0
"MEDICAL CENTRE CHENNAI",11,188187.37000000002,0
"MEDICAL MUMBAI",5,26267.02,0
MEDINIPUR,140,8593.527266187051,0
"MEDINIPUR WEST",1,22391.62,0
MEENACHIL,5,1451.72,0
"MEERA BAI HOSPITAL HOSUR",2,32.4,0
MEERTU,1,2999.35,0
MEERUT,3367,85930.24436669708,0
"MEERUT CANTT",3,235700.38999999998,0
"MEERUT CITY",11,75234.49636363635,0
"MEESEVA CENCER HYDERBAD",1,1085.4,0
MEGHPAR,3,0,0
"MEGHPAR BORICHI",4,174.11,0
MEHAM,40,19314.679500000013,0
MEHATVAS,10,5635.22,0
MEHENDRAGARH,2,6151.5,0
"MEHERPUR SILCHAR",1,21363.16,0
MEHMEDABAD,16,31896.353749999995,0
MEHRAULLI,6,6889.669999999999,0
MEHSANA,265,35067.19320754717,0
"MEHSANA I E",16,101647.17999999996,0
MELBOURNE,34,117846.58352941182,0
MELUR,1,108537.33,0
MEMPHIS,4,913604.51,0
"MERCEDES SHOWROOM MUMBAI",3,7567497.400000001,0
MERCES,20,203982.45400000006,0
"MERCES TISWADI",4,12975.32,0
"MERIDEAN GUINDY ALANDHUR CHENNAI",43,13160.59999999999,0
"MERIDIAN SCHOOL MADHAPUR HYDERABAD",7,12647.89,0
"MERTA CITY",23,3770.834347826087,0
MESAIEED,16,2830296.7049999996,0
"METRO ANDHERI (E) MUMBAI",3,50316.05000000001,0
"METRO MALL DELHI",1,47999.44,0
"METRO STATION BANGALORE",3,47.54,0
"METRO STATION DELHI",6,1730.2683333333332,0
"METRO STATION FARIDABAD",1,31979.13,0
"METRO STN HALASURU BANGALORE",3,11027.019999999999,0
"METRO STN NEW DELHI",2,40663.39,0
METTUPALAYAM,11,29231.51909090909,0
MEWAT,96,11741.460520833336,0
"MEZHUVELY PANCHAYATH",2,27538.62,0
"MGRNAGAR CHENNAI",2,29.33,0
"MH 06 KHARAGPUR",1,562.46,0
"MHADA MUMBAI",1,23092.74,0
"MHAPE NAVI MUMBAI",26,631.1776923076923,0
MHASAWAD,1,6375.53,0
MHOLEL,11,7460.190000000001,0
MHOW,14,182286.54857142858,0
"MIDC ANDHERI EAST MUMBAI",1,43044.7,0
"MIDC MUMBAI",33,3836.7839393939416,0
"MIDC NAGPUR",1,92466.43,0
MIDINIPUR,24,15718.510000000004,0
MIDNAPORE,45,19546.692666666677,0
MIDNAPUR,4,176520.83,0
MIHIJAM,9,9371.29,0
"MILAN INDUSTRIES KALACHOWKI MUMBAI",6,25080.61,0
"MILES MANALI",48,47606.310000000034,0
"MILITARY SCHOOL",2,402944.28,0
"MILL COMPOUND SURAT",6,64812.299999999996,0
"MILL MUMBAI",2,4259.44,0
"MILL OKHLA INDL ESTATE NEW DELHI",3,373279.57,0
"MILLENNIUM BANGALORE",22,99756.77,0
MILLERGANJ,1,45492.66,0
"MILLS MUMBAI",3,439618.06,0
"MILTON KEYNES",3,43113.77,0
MINJUR,6,8277.64,0
"MINTO BRIDGE NEW DELHI",4,4083.8,0
"MIRA BHAYANDER",3,8085,0
"MIRA BHAYANDER THANE",6,18391.070000000003,0
"MIRA RD",5,14819.66,0
"MIRA RD E",6,11146.67,0
"MIRA RD E THANE",1,83491.77,0
"MIRA RD EAST  MUMBAI",3,2332.76,0
"MIRA RD THANE",26,168560.14115384623,0
"MIRA ROAD",45,60683.70777777779,0
"MIRA ROAD (E) THANE",3,61871.156666666655,0
"MIRA ROAD (EAST) THANE",7,8905.93,0
"MIRA ROAD E",70,29214.824714285707,0
"MIRA ROAD E THANE",50,90981.834,0
"MIRA ROAD EAST",41,26289.19146341465,0
"MIRA ROAD EAST  MUMBAI",11,295011.31999999995,0
"MIRA ROAD EAST MUMBAI",3,26535.789999999997,0
"MIRA ROAD EAST THANE",2,994.43,0
"MIRA ROAD EAST-THANE",2,2008.54,0
"MIRA ROAD THANE",40,60933.1855,0
"MIRA ROAD-E THANE",1,3971556.1,0
"MIRA-BHAYANDAR THANE",9,21793.23,0
"MIRA-BHAYANDER THANE",12,24451.38,0
"MIRABHAYANDER THANE MIRA ROAD",14,12783.53,0
MIRAJ,2,102.33,0
MIRAMAR,11,38791.171818181814,0
"MIRAMAR PANAJI",1,38258.94,0
MIRAROAD,10,28680.965000000004,0
"MIRAROAD E THANE",19,22065.41999999999,0
"MIRAROAD EAST",9,10853.69,0
"MIRAROAD EAST THANE",15,37416.55999999999,0
"MIRAROAD THANE",1,326124.73,0
"MIRAROAD THANE THANE",12,5318.239999999999,0
MIRZA,7,0.71,0
MIRZAPAR,1,6850.01,0
MIRZAPUR,138,23490.209130434792,0
MISSISSAUGA,1,162870.18,0
"MITAI BANDAR HYDERABAD",3,20930.58,0
"MITHAKHALI ELLES BRIDGE AHMEDABAD",2,14554.82,0
"MITHAKHALI ELLIS BRIDGE AHMEDABAD",14,10987.119999999997,0
"MITHAKHALI ELLISBRIDGE  AHMEDABAD",3,23275.319999999996,0
"MITHAKHALI ELLISBRIDGE AHMEDABAD",27,6765.757407407406,0
"MITHANAGAR CHENNAI",18,1927.5999999999995,0
MITHAPUR,14,8213.267142857141,0
MITUANI,1,12368.51,0
MIYAPUR,9,8271.722222222224,0
"MKT NAVI MUMBAI",3,83937.3,0
MOBARA,1,14938.07,0
MODASA,20,62814.356999999996,0
"MODEL SCHOOL HYDERABAD",7,5647.620000000001,0
"MODI NAGAR",313,59976.42693290731,0
"MODI NAGAR GHAZIABAD",2,22715.85,0
MODINAGAR,73,16334.361643835611,0
MOGA,442,55887.72198645609,0
"MOGAPAIR EAST CHENNAI",6,6982.099999999999,0
MOGAPPAIR,13,11237.080769230766,0
MOGAR,1,5237.19,0
MOGRI,11,3846.749999999998,0
MOHADI,11,35106.39000000001,0
MOHALI,6720,188954.90127899987,0
"MOHALI CHANDIGARH",1,60845.54,0
"MOHALI MOHALI",1,0,0
"MOHALI SAS NAGAR",2,25147.72,0
"MOHALI ZIRAKPUR",1,145369.96,0
MOHAMADPUR,1,4356.62,0
"MOHAN HOTEL LUCKNOW",1,1745,0
"MOHAN NAGAR CHINCHWAD",1,12778.6,0
MOHANIA,2,96.06,0
MOHANPUR,8,68214.99875000001,0
MOHINDARGARH,2,34766.885,0
MOHINDERGARH,4,894.38,0
MOHUDA,13,2007.2099999999994,0
MOIRA,8,44494.299999999996,0
"MOIRA NORTH GOA",6,6906.81,0
MOIRANG,5,4504.71,0
MOKOKCHUNG,14,16347.534285714291,0
MOMBASA,38,4875052.46,0
MONALI,1,1827.46,0
"MONDETOWER MUMBAI",5,13782.77,0
MONGHYR,15,7337.423999999999,0
"MONTEPADAV KEIRANGALA MANGALORE",47,NULL,0
"MONTESORRI BENGALURU",1,652043.07,0
"MONY SHOP MUMBAI",2,146518.35,0
"MOOSAPET  HYDERABAD",8,7396.949999999999,0
"MOOSAPET HYDERABAD",117,7769.123675213686,0
"MOOSAPET MOOSAPET HYDERABAD",32,3090.39,0
MORADA,7,7771.71,0
MORADABAD,1389,78977.45296028859,0
"MORADABAD MORADABAD",18,50761.81999999998,0
"MORAR GWALIOR",3,36995.52,0
MORBI,52,64914.65807692312,0
MORDABAD,1,1571292.56,0
"MORE MKT VISAKHAPATNAM",5,9397.87,0
"MOREN CHANDEL",18,1268.0200000000002,0
MORENA,107,7916.745648148154,0
"MOREWASTI CHIKHALI PUNE",4,11865.69,0
MORIA,7,823.9700000000001,0
MORINDA,107,63177.79579439251,0
"MORINDA MORINDA",89,417874.670000001,0
MORLEM,8,12531.03,0
MORMUGAO,13,19348.05153846154,0
"MORMUGAO SOUTH GOA",10,12366.410000000002,0
"MOROLNAKA METROSTATION MUMBAI",6,8599.410000000002,0
MORVI,1,535.76,0
MOSABANI,5,13372.84,0
MOSCOW,2,913093.49,0
"MOSES RD MAHALAXMI MUMBAI",3,3620.3700000000003,0
"MOSES ROAD MAHALAXMI MUMBAI",12,120546.37500000004,0
"MOSQUE COCHIN",5,16704.94,0
"MOTA KAPRA",1,694.78,0
"MOTA VARACHHA SURAT",1,6361.7,0
"MOTHERSON COMPANY FARIDABAD",2,1167.64,0
"MOTI BEGAMWADI RING RD SURAT SURAT",2,57,0
MOTIHARI,7,66595.98,0
"MOTILAL NAGAR GOREGAON WEST MUMBAI",6,41.38999999999999,0
"MOTILAL NAGAR MUMBAI",2,12.43,0
"MOTOR HYDERABAD",4,25685.84,0
"MOUNT HAWTHORN",6,86681.06,0
"MOUNTAIN VIEW",8,380788.22,0
"MOUNTVIEW PUBLIC SCHOOL ZIRAKPUR",7,29009.390000000007,0
"MOZI SCHOOL TRIDHAL NAGAR PUNE",1,57706.78,0
"MSRIT CAMPUS BANGALORE",4,32597.59,0
"MSRIT POST BANGALORE",2,9730.84,0
"MUCHINTALA KRISHNA",1,6017.63,0
"MUDHICHUR CHENNAI",1,41438.09,0
"MUDICHUR CHENNAI",1,50893.62,0
MUDIGERE,6,129839.40000000001,0
MUDPAR,1,9873.81,0
MUDURAI,19,27170.38210526317,0
MUGHALSARAI,1,9433.63,0
"MUGLISARA SURAT CITY SURAT",1,76973.25,0
MUKERIAN,117,111253.7455555555,0
MUKSAR,1,14592.43,0
MUKTSAR,625,86296.31928115009,0
"MUKTSAR SAHIB",18,23208.37,0
"MUKUNDAPUR KOLKATA",3,11694.19,0
MULBAGAL,10,15648.99,0
MULTAI,1,41227.65,0
"MULTIPLEX PUNE",7,107321.6357142857,0
MULUND,4,8515.07,0
"MULUND (E)",3,83472.83,0
"MULUND (W)",3,80862.97,0
"MULUND E  MUMBAI",3,304566.05,0
"MULUND EAST",56,67323.97857142861,0
"MULUND EAST MUMBAI",4,2806.4,0
"MULUND MUMBAI",24,39714.924166666664,0
"MULUND STATION MULUND MUMBAI",5,66464.56,0
"MULUND W",6,13092.339999999998,0
"MULUND W MUMBAI",19,35890.936842105264,0
"MULUND WEST",19,61607.88684210527,0
"MULUND WEST MUMBAI",19,164333.08684210526,0
"MULUND(W) MUMBAI",5,100000,0
MUMA,1,47976.74,0
MUMABAI,15,275958.8806666666,0
MUMABI,32,1565697.5049999992,0
MUMAI,3,18621.196666666667,0
MUMBAI,101729,153208.94104204915,0
"MUMBAI       ",1,114531.25,0
"MUMBAI (SUB URBAN)",34,18711.233235294112,0
"MUMBAI (SUBURBAN)",3,181198.95000000004,0
"MUMBAI AGRA ROAD NASHIK",7,34.49,0
"MUMBAI AIROLI THANE",31,24809.650000000012,0
"MUMBAI ANDHERI",7,130102.20999999999,0
"MUMBAI ANDHERI EAST",2,6991.56,0
"MUMBAI ANDHERI W",1,11767.59,0
"MUMBAI ANDHERI WEST",6,96063.49,0
"MUMBAI ANTOP HILL MUMBAI",2,10044.66,0
"MUMBAI ANTOPHILL",1,4771.44,0
"MUMBAI AZAD NAGAR MUMBAI",4,6971.92,0
"MUMBAI B/H BEAUMONDE TOWER MUMBAI",2,25749.25,0
"MUMBAI BB NAKASHE RD",14,450441.13999999996,0
"MUMBAI BHANDUP COMPLEX MUMBAI",4,9155.99,0
"MUMBAI CENTRAL MUMBAI",10,308756.24299999996,0
"MUMBAI CHINCHBUNDER MUMBAI",2,1652.33,0
"MUMBAI CITY (M H) MUMBAI",16,35013.24,0
"MUMBAI CITY (MH) MUMBAI",5,5343.96,0
"MUMBAI CITY MUMBAI",7,42181.80285714286,0
"MUMBAI CITY TEHSIL MUMBAI CITY",12,31892.049999999992,0
"MUMBAI CTY",7,163014.67,0
"MUMBAI E",8,381423.41000000003,0
"MUMBAI G P O",8,49.050000000000004,0
"MUMBAI G P O MUMBAI",10,81.89,0
"MUMBAI GHATKOPAR WEST",1,316102.18,0
"MUMBAI GIRGAON",30,8122.440000000001,0
"MUMBAI GIRGAON MUMBAI",1,74608.72,0
"MUMBAI GOREGAON EAST",3,15513.99,0
"MUMBAI GOREGAON WEST",5,5004.06,0
"MUMBAI HIGHWAY PUNE",1,290151.73,0
"MUMBAI JOGESHWARI",3,15895.340000000002,0
"MUMBAI JUHU SCHEME",1,101556.27,0
"MUMBAI KANDIVALI EAST MUMBAI",3,12406.480000000001,0
"MUMBAI KONKAN BHAVAN THANE",1,13400.08,0
"MUMBAI M CORP THANE VASHI",4,61414.65,0
"MUMBAI MAHIM WEST",2,661.38,0
"MUMBAI MIRA RD E",2,950.04,0
"MUMBAI MIRA ROAD E",13,26463.900000000005,0
"MUMBAI MULUND WEST MUMBAI",1,39474.66,0
"MUMBAI MUMBAI",112,70431.54937499994,0
"MUMBAI NAVI MUMBAI",15,18678.33000000001,0
"MUMBAI PAREL",20,81358.31000000003,0
"MUMBAI PAREL MUMBAI",2,68.74,0
"MUMBAI SAKINAKA MUMBAI",1,18744.11,0
"MUMBAI SUB",1,40.02,0
"MUMBAI SUB URBAN",33,13645.951515151515,0
"MUMBAI SUB URBAN MUMBAI",5,5967.14,0
"MUMBAI SUBARBAN DIST MUMBAI",22,2567.629999999999,0
"MUMBAI SUBURBAN",6,46570.84666666667,0
"MUMBAI SUBURBAN DIST",32,8149.989999999996,0
"MUMBAI SUBURBAN DIST (MH) MUMBAI",3,26.819999999999997,0
"MUMBAI SUBURBAN DIST MUMBAI",9,6055.211111111112,0
"MUMBAI SUBURBAN MUMBAI",2,7641.349999999999,0
"MUMBAI THANE",70,1287.0071428571457,0
"MUMBAI THANE NAVI MUMBAI",1,41510.66,0
"MUMBAI VILE PARLE EAST",3,5851.75,0
"MUMBAI WORLI COLONY MUMBAI",6,1010.9899999999999,0
MUMBAI-THANE,9,51118.83222222222,0
MUMBRA,31,11297.111290322582,0
"MUMBRA THANE",12,4860.104166666667,0
MUMMALLAPALLE,2,2431.02,0
MUNCHEN,7,400131.58999999997,0
"MUNCIPALCORPORATIONVIRARVASAI THANE",9,172.53,0
MUNDAGOD,11,5984.169999999999,0
MUNDAKAYAM,4,3643.47,0
MUNDAWAR,4,108967.83,0
MUNDGOD,5,6510.76,0
"MUNDI KHARAR",4,16028.76,0
MUNGELI,25,12029.032399999998,0
MUNGER,125,19138.697439999996,0
"MUNGRA BADSHAHPUR",1,9859.06,0
MUNICH,1,229556.36,0
"MUNICIPAL CORPORATION THANE",10,24224.070000000003,0
"MUNICIPAL HOWRAH",2,145.89,0
"MUNICIPAL MARKET C G RD AHMEDABAD",2,30256.18,0
"MUNICIPALITY KOLKATA",2,1378.78,0
MUNIRABAD,2,3287.45,0
MUNIRKA,1,61.38,0
MUNNAR,4,14263.904999999999,0
"MUNNAR PANCHAYATH",7,22631.75,0
"MUNNEKOLALA MARATHALLI BANGALORE",6,52032.57,0
MUNUGODE,2,20148.74,0
"MUPPALLA GUNTUR",73,6209.419999999996,0
"MURAD NAGAR",6,92783.89333333331,0
MURADABAD,7,46978.74,0
MURADNAGAR,1,99705.9,0
"MURBAD KALYAN",1,39676.9,0
"MURBAD RD KALYAN WEST",4,34317.87,0
MURGASOL,1,24674.59,0
MURLIGANJ,1,9150.85,0
MURSHIDABA,8,2020.24,0
MURSHIDABAD,187,22614.576684491974,0
"MURUGESHPALLYA BANGALORE",24,91508.74,0
MUSCAT,119,339110.338739496,0
"MUSHEERABAD MAIN RD HYDERABAD",1,2255.38,0
"MUSICAL STORES HYDERABAD",1,316.51,0
MUSIRI,17,24746.590000000007,0
"MUSLMAN SONIPAT",5,68047.45,0
MUSSOORIE,166,89355.52910179646,0
MUTHAPUDHUPET,15,317069.30999999994,0
MUTHOLY,3,29754.64,0
"MUTT ROAD BENGALURU",3,75.59,0
MUVATTUPUZHA,3,1547.72,0
"MUVATTUPUZHA ERNAKULAM",2,57.39,0
"MUZAFFAR NAGAR",17,6111.225882352942,0
MUZAFFARNAGAR,355,108574.30033707872,0
"MUZAFFARNAGAR MUZAFFARNAGAR",19,8510.899999999998,0
MUZAFFARPUR,602,18998.54731343287,0
"MUZZAFFAR NAGAR",46,3249.0399999999986,0
MYLAVARAM,11,15681.885454545456,0
MYSORE,945,97429.03169133206,0
"MYSORE BANGALORE",1,92931.63,0
"MYSORE CITY",25,27367.699999999997,0
"MYSORE NAZARABAD",3,1925.53,0
"MYSORE PUNE",15,65940.926,0
"MYSORE RD BANGALORE",2,95962.77,0
"MYSURU CITY",1,23654.41,0
"N DELHI",71,22926.9661111111,0
"N DOLA",4,9346.01,0
"N H ENGLISH SCHOO MIRA ROAD MUMBAI",2,40186.57,0
"N H NO 8 VAPI VAPI",1,94005.99,0
"N M JOSHI MARG LOWER PAREL MUMBAI",49,2494964.39,0
"N T PUNE",85,181600.41999999995,0
"NA HYDARABAD",1,407.73,0
NABARANGPUR,13,6563.2246153846145,0
NABHA,39,65089.73128205128,0
"NABHA (PUNJAB)",8,61105.3975,0
"NABHA DISTT  PATIALA",1,54747.67,0
NADACKAL,7,8023.949999999999,0
NADALA,1,204182.31,0
NADAUN,1,434.77,0
NADAVAYAL,1,309.2,0
NADIA,210,14811.941142857133,0
NADIAD,172,34131.80802325578,0
"NADIAD KHEDA",12,7650.130000000001,0
NADIAN,23,44911.152173913055,0
"NADUVIL PANCHAYATH",1,12586.67,0
NAERCOIL,2,1013.32,0
"NAGA PATTINAM",13,2986.599999999999,0
NAGAI,3,1507.64,0
"NAGAI DT",6,21457.34,0
"NAGAL CHOUDHARY",1,91234.7,0
NAGALAND,4,714.51,0
NAGANUR,1,46762.17,0
NAGAON,38,19500.012894736847,0
"NAGAON DIST",15,189.86999999999995,0
NAGAPATTINAM,148,8650.803243243237,0
"NAGAPATTINAM (TK) (P)",1,1.11,0
"NAGAPUR SHAHAR NAGPUR",5,53542.759999999995,0
"NAGAR (MOHALI) KURALI",2,1304203.36,0
"NAGAR (MOHALI) MOHALI",16,5568.330000000001,0
"NAGAR A BLOCK CHENNAI",4,58.65,0
"NAGAR ADUGODI POST BANGALORE",7,39401.66999999999,0
"NAGAR AGRA",6,34717.58000000001,0
"NAGAR AJMER",11,321602.62000000005,0
"NAGAR AMBEDKAR NAGAR",3,3516.56,0
"NAGAR ANDHERI (W) MUMBAI",1,15284.99,0
"NAGAR ANDHERI (WEST) MUMBAI",2,343.89,0
"NAGAR ANDHERI EAST MUMBAI",37,58760.79000000002,0
"NAGAR AZAD NAGAR MUMBAI MUMBAI",7,5.5200000000000005,0
